1,0.1173626,-0.0179641,-0.0219013,0.2162823,-0.1600962,-0.0460804,0.2650283,-0.2971068,-0.0765777,0.3179446,-0.3822243,-0.1026316,0.1961445,-0.3031362,-0.0189819,0.2443144,-0.3982427,-0.0414940,0.2081161,-0.2740019,-0.0295646,0.1724321,-0.2106081,-0.0235543,0.1277700,-0.3221849,-0.0423093,0.1769460,-0.4116255,-0.0940212,0.1451240,-0.2597791,-0.0919417,0.1153755,-0.2102466,-0.0754707,0.0546902,-0.3237884,-0.0701009,0.0992106,-0.3911456,-0.1205582,0.0764984,-0.2421276,-0.1100754,0.0481623,-0.1995293,-0.0888313,-0.0237368,-0.3172046,-0.1006522,0.0257332,-0.3575842,-0.1251810,0.0162643,-0.2476725,-0.1162251,-0.0087608,-0.2165738,-0.1020166
1,0.1158372,-0.0274894,-0.0168546,0.2064409,-0.1611501,-0.0364671,0.2514892,-0.2906550,-0.0637030,0.3001324,-0.3737961,-0.0864123,0.1807302,-0.2955587,-0.0009750,0.2165501,-0.3978840,-0.0174083,0.1841101,-0.2815360,-0.0058172,0.1539079,-0.2144849,-0.0009419,0.1143785,-0.3108606,-0.0250548,0.1499519,-0.4054331,-0.0706669,0.1232189,-0.2635729,-0.0730466,0.1006690,-0.2049255,-0.0609490,0.0450114,-0.3106162,-0.0536820,0.0753593,-0.3923886,-0.1006737,0.0601158,-0.2480584,-0.0955340,0.0436582,-0.1878207,-0.0787505,-0.0280401,-0.3002716,-0.0847420,0.0094738,-0.3567861,-0.1083524,0.0082658,-0.2484796,-0.1015563,-0.0039659,-0.1990593,-0.0894479
1,0.1171299,-0.0180900,-0.0233566,0.2095642,-0.1561854,-0.0457122,0.2529037,-0.2919794,-0.0747220,0.3013458,-0.3780404,-0.0991741,0.1848985,-0.2950869,-0.0080737,0.2185585,-0.4004816,-0.0281640,0.1836609,-0.2827846,-0.0179034,0.1537580,-0.2175269,-0.0133295,0.1170598,-0.3114569,-0.0297891,0.1517960,-0.4078898,-0.0793006,0.1231582,-0.2607134,-0.0822200,0.1027661,-0.2046974,-0.0694619,0.0480733,-0.3103915,-0.0568448,0.0771856,-0.3941396,-0.1077424,0.0616951,-0.2449914,-0.1029802,0.0465171,-0.1861696,-0.0852723,-0.0237818,-0.2989640,-0.0868530,0.0103862,-0.3570917,-0.1127156,0.0076341,-0.2475866,-0.1066647,-0.0042233,-0.2003089,-0.0945153
1,0.1158882,-0.0262082,-0.0187810,0.2063235,-0.1657542,-0.0399031,0.2493309,-0.3006667,-0.0688835,0.2988018,-0.3842283,-0.0935725,0.1785168,-0.3034623,-0.0027462,0.2134301,-0.4036080,-0.0215843,0.1812298,-0.2867569,-0.0119818,0.1502783,-0.2217959,-0.0081876,0.1121690,-0.3165078,-0.0268916,0.1479181,-0.4094335,-0.0749841,0.1212274,-0.2645322,-0.0788666,0.0986917,-0.2084634,-0.0671435,0.0437431,-0.3133395,-0.0558180,0.0741883,-0.3950203,-0.1049286,0.0600479,-0.2505313,-0.0999708,0.0428628,-0.1925831,-0.0826287,-0.0285196,-0.2999371,-0.0873915,0.0065160,-0.3609975,-0.1118119,0.0054015,-0.2553402,-0.1049653,-0.0078334,-0.2090824,-0.0926031
1,0.1110737,-0.0235575,-0.0135664,0.2020935,-0.1533591,-0.0343173,0.2459536,-0.2759107,-0.0630495,0.2971929,-0.3546465,-0.0884192,0.1821299,-0.2900766,-0.0069034,0.2286903,-0.3772753,-0.0264829,0.1979869,-0.2707178,-0.0181963,0.1627051,-0.2085383,-0.0143137,0.1182702,-0.3049324,-0.0310272,0.1615657,-0.3820089,-0.0773809,0.1340071,-0.2439943,-0.0798989,0.1067280,-0.1890544,-0.0680989,0.0505891,-0.3035615,-0.0585873,0.0897703,-0.3608500,-0.1030742,0.0724249,-0.2256639,-0.0959691,0.0484014,-0.1758195,-0.0788313,-0.0213264,-0.2944167,-0.0885312,0.0225412,-0.3315662,-0.1087414,0.0179490,-0.2334620,-0.1006967,-0.0010950,-0.1983424,-0.0884155
1,0.1095558,-0.0193166,-0.0134505,0.2015531,-0.1461330,-0.0314735,0.2389326,-0.2650565,-0.0584557,0.2769183,-0.3535972,-0.0849570,0.1770573,-0.2837331,-0.0008942,0.2191238,-0.3541187,-0.0238475,0.1889844,-0.2528360,-0.0283097,0.1592558,-0.1696224,-0.0338848,0.1136612,-0.3082070,-0.0255352,0.1590379,-0.3609372,-0.0747324,0.1299293,-0.2297241,-0.0985488,0.1018057,-0.1345931,-0.1056122,0.0455006,-0.3139666,-0.0527342,0.0949042,-0.3451708,-0.0979832,0.0753247,-0.2030112,-0.1083939,0.0531574,-0.1058174,-0.1076146,-0.0249994,-0.3053707,-0.0829589,0.0290709,-0.3198953,-0.1083175,0.0283974,-0.2145219,-0.1102345,0.0160812,-0.1404896,-0.1077216
1,0.1196451,-0.0093758,-0.0448259,0.2309943,-0.1731064,-0.0782253,0.2807712,-0.3235603,-0.1149815,0.3257652,-0.4330310,-0.1513698,0.2088470,-0.3364204,-0.0550852,0.2553734,-0.4340681,-0.0947119,0.2150859,-0.3052126,-0.0995203,0.1813578,-0.1994825,-0.1046718,0.1295000,-0.3638497,-0.0729030,0.1793934,-0.4460266,-0.1478746,0.1457868,-0.2766630,-0.1733077,0.1178717,-0.1588803,-0.1769755,0.0430115,-0.3666715,-0.0944014,0.0910220,-0.4176826,-0.1645135,0.0669369,-0.2321219,-0.1747849,0.0448556,-0.1131251,-0.1687915,-0.0460390,-0.3511787,-0.1209201,0.0056894,-0.3720688,-0.1638129,0.0023810,-0.2339874,-0.1684964,-0.0096183,-0.1485826,-0.1644745
1,0.1602870,-0.0286384,-0.0471074,0.2987502,-0.2295004,-0.0823505,0.3619691,-0.4133908,-0.1239114,0.4240644,-0.5437763,-0.1645638,0.2769119,-0.4409927,-0.0473964,0.3305439,-0.5367756,-0.0889106,0.2743147,-0.3700063,-0.0949487,0.2336918,-0.2427880,-0.1028727,0.1770158,-0.4756240,-0.0724508,0.2253801,-0.5380549,-0.1570924,0.1805807,-0.3297732,-0.1910378,0.1486739,-0.1874404,-0.1998599,0.0705017,-0.4755790,-0.1016022,0.1148930,-0.4947637,-0.1822160,0.0905285,-0.2733746,-0.2012080,0.0721714,-0.1329021,-0.1996239,-0.0357384,-0.4502394,-0.1363739,0.0129956,-0.4455040,-0.1844896,0.0137200,-0.2811815,-0.1936358,0.0076463,-0.1803246,-0.1922061
1,0.1593037,-0.0648957,-0.0150230,0.2825861,-0.2493211,-0.0415748,0.3447301,-0.4129950,-0.0811795,0.4030416,-0.5409751,-0.1188465,0.2350671,-0.4503745,-0.0076093,0.3114016,-0.5474187,-0.0372311,0.2850747,-0.3890399,-0.0386520,0.2517357,-0.2676742,-0.0433627,0.1463112,-0.4704164,-0.0444967,0.2151451,-0.5416965,-0.1087634,0.1950073,-0.3468676,-0.1346048,0.1664671,-0.2120503,-0.1403699,0.0501471,-0.4620350,-0.0836989,0.1205851,-0.4992927,-0.1402738,0.1081315,-0.3009504,-0.1463643,0.0827980,-0.1750740,-0.1407707,-0.0471761,-0.4338908,-0.1269350,0.0236763,-0.4678249,-0.1550072,0.0330454,-0.3241968,-0.1512000,0.0202263,-0.2295772,-0.1434990
1,0.1126128,-0.0327773,0.0074421,0.2026770,-0.1621464,-0.0042981,0.2503057,-0.2771094,-0.0304880,0.2954988,-0.3719932,-0.0553590,0.1823065,-0.2998699,0.0315890,0.2470396,-0.3652351,0.0130701,0.2257261,-0.2576899,0.0101379,0.1927021,-0.1780039,0.0051160,0.1285189,-0.3231138,-0.0043092,0.1951254,-0.3787502,-0.0489872,0.1729820,-0.2428157,-0.0720278,0.1400519,-0.1501785,-0.0782437,0.0647430,-0.3317969,-0.0423571,0.1353677,-0.3629037,-0.0808466,0.1113036,-0.2150365,-0.0871266,0.0751755,-0.1263779,-0.0843018,-0.0041052,-0.3291627,-0.0823289,0.0645054,-0.3338692,-0.0987372,0.0565317,-0.2225657,-0.0951951,0.0288132,-0.1578161,-0.0898553
