1,0.0000000,0.0000000,0.0000000,0.0923397,-0.0286171,-0.0289169,0.1596194,-0.1521776,-0.0501063,0.1849707,-0.2683657,-0.0742152,0.2086934,-0.3508723,-0.0954047,0.1370535,-0.2538789,-0.0227691,0.1512836,-0.3393786,-0.0412955,0.1300388,-0.2382278,-0.0342907,0.1144544,-0.1660216,-0.0311160,0.0786275,-0.2601155,-0.0357730,0.0939151,-0.3405327,-0.0804331,0.0832016,-0.2168281,-0.0874427,0.0752369,-0.1457790,-0.0804829,0.0199204,-0.2503518,-0.0525623,0.0326531,-0.3179814,-0.0980567,0.0337766,-0.1934198,-0.0978652,0.0328090,-0.1256666,-0.0861026,-0.0399402,-0.2297074,-0.0723063,-0.0196616,-0.2866213,-0.0984442,-0.0105671,-0.1983816,-0.0965042,-0.0095749,-0.1471037,-0.0884835
2,0.0000000,0.0000000,0.0000000,0.0901193,-0.0338113,-0.0424272,0.1633499,-0.1267630,-0.0628633,0.1511462,-0.2263055,-0.0839319,0.0960730,-0.2763929,-0.1043502,0.1397423,-0.3306088,-0.0048739,0.1504406,-0.4512240,-0.0289677,0.1522991,-0.5280237,-0.0491612,0.1507708,-0.5922412,-0.0629266,0.0859479,-0.3524737,-0.0098221,0.1029510,-0.4913991,-0.0237482,0.1076692,-0.5725145,-0.0452923,0.1111147,-0.6472715,-0.0621531,0.0346352,-0.3447686,-0.0244692,0.0541312,-0.4761460,-0.0442906,0.0625984,-0.5512852,-0.0677647,0.0680265,-0.6142854,-0.0831278,-0.0187690,-0.3166113,-0.0466548,-0.0010048,-0.4137888,-0.0633418,0.0080416,-0.4754848,-0.0780429,0.0156303,-0.5334117,-0.0888920
3,0.0000000,0.0000000,0.0000000,0.0981590,-0.0297490,0.0579375,0.1736679,-0.0890937,0.0762584,0.2333493,-0.1297804,0.0735917,0.2725276,-0.1832643,0.0680000,0.1348566,-0.2557834,0.0981860,0.1759368,-0.3545871,0.0977176,0.2266816,-0.3652206,0.0899482,0.2678490,-0.3426806,0.0826307,0.1137746,-0.2638817,0.0459864,0.1613979,-0.3888642,0.0352764,0.2243650,-0.3886118,0.0109047,0.2697421,-0.3514668,-0.0042445,0.0924151,-0.2601144,-0.0090351,0.1363562,-0.3778263,-0.0259243,0.1999310,-0.3819946,-0.0513591,0.2451840,-0.3536386,-0.0668211,0.0752948,-0.2446149,-0.0613343,0.1115458,-0.3366376,-0.0798095,0.1584726,-0.3571067,-0.0964535,0.1988863,-0.3531314,-0.1083553
4,0.0000000,0.0000000,0.0000000,0.0872414,-0.0310732,0.0574324,0.1579852,-0.0994779,0.0653671,0.2142157,-0.1371310,0.0490735,0.2580542,-0.1782415,0.0311522,0.1119207,-0.2548736,0.1026192,0.1213415,-0.3804524,0.0908121,0.1287144,-0.4578758,0.0673117,0.1322928,-0.5239226,0.0467981,0.0911923,-0.2586963,0.0463684,0.1575479,-0.3518399,0.0157346,0.2151549,-0.3019922,-0.0156281,0.2411771,-0.2428249,-0.0282496,0.0722105,-0.2552059,-0.0126423,0.1410172,-0.3336878,-0.0404518,0.2018827,-0.2789150,-0.0568748,0.2309400,-0.2263809,-0.0613521,0.0589122,-0.2434333,-0.0699924,0.1102711,-0.3213447,-0.0876491,0.1555410,-0.2987301,-0.0938098,0.1810341,-0.2684511,-0.0956941
5,0.0000000,0.0000000,0.0000000,0.0836079,-0.0189497,-0.0516776,0.1552306,-0.0949603,-0.0832217,0.1570544,-0.1782837,-0.1161018,0.0942058,-0.2266229,-0.1453052,0.1302821,-0.2826921,-0.0142678,0.1378508,-0.4067225,-0.0455346,0.1580749,-0.4176533,-0.0620460,0.1640912,-0.3745848,-0.0687059,0.0794858,-0.3026325,-0.0185127,0.0876127,-0.4455922,-0.0563663,0.1041014,-0.4284195,-0.0840345,0.1044866,-0.3625673,-0.0923471,0.0289813,-0.3037864,-0.0334797,0.0370451,-0.4318489,-0.0723731,0.0551691,-0.4197368,-0.1001915,0.0559513,-0.3564177,-0.1081644,-0.0232431,-0.2878147,-0.0557073,-0.0152082,-0.3953333,-0.0783367,0.0078230,-0.4018546,-0.0925864,0.0198252,-0.3618653,-0.0978538
6,0.0000000,0.0000000,0.0000000,0.0726963,-0.0569283,-0.0206009,0.1209328,-0.1633600,-0.0336483,0.1436533,-0.2542605,-0.0514958,0.1722894,-0.3167413,-0.0685154,0.0817938,-0.2300910,0.0213706,0.1107719,-0.2991648,0.0121551,0.1218991,-0.2834672,0.0105435,0.1243380,-0.2595931,0.0078897,0.0417498,-0.2552181,0.0098836,0.0628900,-0.3651111,0.0072077,0.0763598,-0.4313522,-0.0084842,0.0897457,-0.4926903,-0.0245762,-0.0011952,-0.2579880,-0.0099829,0.0084549,-0.3765357,-0.0123436,0.0179436,-0.4524295,-0.0273221,0.0300292,-0.5173748,-0.0433248,-0.0472579,-0.2464506,-0.0343414,-0.0539642,-0.3425256,-0.0382650,-0.0568427,-0.4047623,-0.0461514,-0.0527019,-0.4649425,-0.0559725
7,0.0000000,0.0000000,0.0000000,0.0816443,-0.0616584,-0.0084752,0.1264596,-0.1757954,-0.0254186,0.1414484,-0.2772408,-0.0541176,0.1652441,-0.3511930,-0.0842403,0.0991641,-0.2863911,0.0326819,0.1201590,-0.4100151,0.0059490,0.1292088,-0.4850924,-0.0195514,0.1320281,-0.5523866,-0.0392167,0.0483385,-0.2846716,0.0082310,0.0610061,-0.3575931,-0.0431762,0.0628977,-0.2523603,-0.0649461,0.0573579,-0.1810827,-0.0631131,-0.0029133,-0.2704136,-0.0226257,0.0133479,-0.3318123,-0.0758366,0.0238040,-0.2258878,-0.0837318,0.0208249,-0.1624656,-0.0735283,-0.0552148,-0.2452817,-0.0568924,-0.0348924,-0.3061528,-0.0857455,-0.0169048,-0.2351591,-0.0857651,-0.0154492,-0.1866525,-0.0777835
9,0.0000000,0.0000000,0.0000000,0.0741821,-0.0253078,-0.0335092,0.1354859,-0.1240482,-0.0408577,0.1291273,-0.2217147,-0.0503459,0.0697848,-0.2544930,-0.0525471,0.1073676,-0.2478846,0.0119970,0.1235688,-0.3187299,-0.0091614,0.1042849,-0.2479762,-0.0129187,0.0928849,-0.1966510,-0.0125690,0.0564392,-0.2705205,0.0088994,0.0717897,-0.3385524,-0.0343084,0.0600787,-0.2367380,-0.0566316,0.0626673,-0.1909434,-0.0574516,0.0104280,-0.2778710,-0.0018330,0.0212972,-0.3538680,-0.0432523,0.0241710,-0.2577471,-0.0590085,0.0281813,-0.1830812,-0.0532678,-0.0348300,-0.2708290,-0.0179590,-0.0428453,-0.3742516,-0.0371425,-0.0450123,-0.4427878,-0.0532603,-0.0411376,-0.5068709,-0.0592952
12,0.0000000,0.0000000,0.0000000,0.0906294,-0.0527048,-0.0233590,0.1586705,-0.1070203,-0.0492187,0.2248041,-0.1526092,-0.0832611,0.2773846,-0.1693186,-0.1178749,0.1131050,-0.2626879,0.0111170,0.1346640,-0.3694487,-0.0197607,0.1405421,-0.4345533,-0.0455778,0.1415440,-0.4922143,-0.0645206,0.0654751,-0.2689781,-0.0087421,0.0733637,-0.3656595,-0.0649233,0.0625147,-0.2726958,-0.0885483,0.0548498,-0.2019847,-0.0880898,0.0172648,-0.2598339,-0.0365502,0.0187247,-0.3513120,-0.0984501,0.0225732,-0.2647403,-0.1198790,0.0232309,-0.2074410,-0.1165483,-0.0266141,-0.2295160,-0.0672957,-0.0276262,-0.3011116,-0.1048933,-0.0120150,-0.2499727,-0.1181748,-0.0038105,-0.2105057,-0.1193481
13,0.0000000,0.0000000,0.0000000,0.0837120,0.0118979,0.0025630,0.1413254,0.0935388,-0.0384160,0.1479559,0.1983119,-0.0751462,0.1373193,0.2671665,-0.1128269,0.1605925,0.0589307,-0.1597080,0.1621433,0.2318922,-0.2083714,0.1492904,0.3287462,-0.2206920,0.1363581,0.3995312,-0.2270201,0.0978819,0.0605213,-0.1804856,0.0986725,0.2575052,-0.2269064,0.0952788,0.3667940,-0.2195912,0.0894332,0.4453771,-0.2187605,0.0347967,0.0712665,-0.1892878,0.0525272,0.2599700,-0.2190604,0.0641806,0.3499647,-0.1926426,0.0731306,0.4090418,-0.1782850,-0.0190746,0.0926562,-0.1957213,0.0124193,0.2283792,-0.2127009,0.0280879,0.2709536,-0.1931482,0.0379491,0.2958632,-0.1820059
