1,0.0000000,0.0000000,0.0000000,0.0814216,-0.0064772,-0.0237644,0.1541954,-0.1032035,-0.0377034,0.1879314,-0.2064671,-0.0538439,0.2096719,-0.2807962,-0.0663854,0.1247235,-0.1979835,0.0014706,0.1505372,-0.2783133,-0.0092730,0.1274945,-0.1948394,-0.0013072,0.1070368,-0.1503009,0.0025489,0.0770697,-0.2133635,-0.0067399,0.1027876,-0.2840894,-0.0366472,0.0823245,-0.1762080,-0.0407204,0.0672859,-0.1392997,-0.0328576,0.0280822,-0.2188465,-0.0198027,0.0487000,-0.2790412,-0.0514120,0.0355327,-0.1704109,-0.0518540,0.0217852,-0.1295208,-0.0416307,-0.0253869,-0.2194057,-0.0353996,0.0001478,-0.2697268,-0.0500873,-0.0042478,-0.1901291,-0.0479021,-0.0159785,-0.1528055,-0.0406655
1,0.0000000,0.0000000,0.0000000,0.0845003,-0.0121241,-0.0184347,0.1567230,-0.1150295,-0.0341948,0.1896842,-0.2201875,-0.0533322,0.2122499,-0.2976820,-0.0684135,0.1234386,-0.2163605,-0.0020178,0.1556959,-0.2922913,-0.0163740,0.1332708,-0.2013418,-0.0080341,0.1093194,-0.1595460,-0.0037705,0.0736066,-0.2285241,-0.0153994,0.1049722,-0.2973266,-0.0493189,0.0863177,-0.1806775,-0.0492302,0.0677853,-0.1514638,-0.0376666,0.0228905,-0.2310313,-0.0332338,0.0495504,-0.2915981,-0.0681458,0.0391762,-0.1749918,-0.0629802,0.0210913,-0.1412013,-0.0482664,-0.0318476,-0.2299916,-0.0530548,-0.0002005,-0.2764627,-0.0686363,-0.0026098,-0.1901814,-0.0626244,-0.0190486,-0.1582963,-0.0523235
1,0.0000000,0.0000000,0.0000000,0.0850917,-0.0167034,-0.0146539,0.1569322,-0.1171854,-0.0299940,0.1902543,-0.2205317,-0.0499413,0.2161384,-0.2991809,-0.0660934,0.1229578,-0.2208902,0.0026271,0.1589586,-0.2930365,-0.0107406,0.1382148,-0.2051131,-0.0028880,0.1130617,-0.1638221,0.0007121,0.0732528,-0.2326890,-0.0128621,0.1090283,-0.2984529,-0.0464650,0.0902958,-0.1841336,-0.0472553,0.0688002,-0.1540011,-0.0365618,0.0221232,-0.2347222,-0.0323906,0.0542580,-0.2905754,-0.0666783,0.0428355,-0.1755253,-0.0618680,0.0213656,-0.1421686,-0.0477676,-0.0348234,-0.2326620,-0.0536304,0.0029022,-0.2763143,-0.0692771,0.0004215,-0.1920091,-0.0634709,-0.0186249,-0.1610502,-0.0534657
1,0.0000000,0.0000000,0.0000000,0.0854535,-0.0158634,-0.0151890,0.1566420,-0.1169173,-0.0307513,0.1893820,-0.2198244,-0.0506047,0.2158322,-0.2968773,-0.0667109,0.1240802,-0.2163771,-0.0008227,0.1585441,-0.2909371,-0.0150640,0.1377268,-0.2028053,-0.0068296,0.1136679,-0.1590704,-0.0025904,0.0740886,-0.2287629,-0.0158566,0.1077709,-0.2964060,-0.0505547,0.0895630,-0.1823274,-0.0507992,0.0699214,-0.1500314,-0.0393698,0.0229051,-0.2307360,-0.0348302,0.0526275,-0.2897734,-0.0698190,0.0417182,-0.1753191,-0.0642780,0.0222132,-0.1405207,-0.0494549,-0.0333996,-0.2283421,-0.0554874,0.0017712,-0.2737478,-0.0714691,-0.0007459,-0.1902806,-0.0652306,-0.0184385,-0.1591092,-0.0547666
1,0.0000000,0.0000000,0.0000000,0.0850573,-0.0154670,-0.0156988,0.1558474,-0.1175807,-0.0322757,0.1883701,-0.2209304,-0.0529941,0.2144069,-0.2978775,-0.0698800,0.1216687,-0.2204434,-0.0034554,0.1558605,-0.2920397,-0.0181558,0.1353285,-0.2016892,-0.0095762,0.1111286,-0.1604765,-0.0052071,0.0717719,-0.2320579,-0.0188110,0.1055227,-0.2982524,-0.0531917,0.0881181,-0.1816954,-0.0516785,0.0673662,-0.1526128,-0.0392558,0.0208855,-0.2333184,-0.0381840,0.0509883,-0.2903851,-0.0734794,0.0409293,-0.1736490,-0.0668306,0.0201088,-0.1425514,-0.0513281,-0.0345816,-0.2303767,-0.0592532,0.0011770,-0.2736971,-0.0756310,-0.0012778,-0.1878348,-0.0688894,-0.0207092,-0.1590021,-0.0580333
1,0.0000000,0.0000000,0.0000000,0.0816552,0.0034227,-0.0413685,0.1550311,-0.1131080,-0.0599140,0.1902559,-0.2262536,-0.0761005,0.2258296,-0.2867647,-0.0874913,0.1352878,-0.2149068,-0.0270437,0.1503231,-0.2961712,-0.0439753,0.1276353,-0.2048051,-0.0327685,0.1135094,-0.1637731,-0.0255608,0.0793935,-0.2268576,-0.0285918,0.0966572,-0.2993751,-0.0634768,0.0796036,-0.1798435,-0.0578862,0.0745533,-0.1549165,-0.0416758,0.0265559,-0.2275059,-0.0370348,0.0374264,-0.2893869,-0.0775050,0.0303135,-0.1734852,-0.0715988,0.0272418,-0.1417295,-0.0541113,-0.0246947,-0.2265460,-0.0491350,-0.0144103,-0.2721201,-0.0709383,-0.0161341,-0.1883816,-0.0675678,-0.0201451,-0.1599267,-0.0570993
1,0.0000000,0.0000000,0.0000000,0.1113125,-0.0047873,-0.0531862,0.2026979,-0.1705058,-0.0806368,0.2449518,-0.3262198,-0.1051794,0.2919745,-0.4111984,-0.1234771,0.1735459,-0.3121080,-0.0475474,0.1929381,-0.4117312,-0.0709608,0.1621006,-0.2766465,-0.0540667,0.1407579,-0.2210976,-0.0437670,0.0930605,-0.3230502,-0.0527402,0.1167152,-0.4161031,-0.1024911,0.0970208,-0.2471344,-0.0913695,0.0857714,-0.2144520,-0.0670989,0.0180772,-0.3144667,-0.0656525,0.0338897,-0.3910945,-0.1214811,0.0294552,-0.2320670,-0.1097429,0.0208793,-0.1957539,-0.0836027,-0.0541930,-0.3006727,-0.0828038,-0.0367641,-0.3593117,-0.1129401,-0.0330980,-0.2487710,-0.1068132,-0.0422797,-0.2204664,-0.0915513
1,0.0000000,0.0000000,0.0000000,0.1017751,-0.0184726,-0.0239277,0.1765517,-0.1456053,-0.0415232,0.2088760,-0.2711095,-0.0629777,0.2469114,-0.3528289,-0.0800769,0.1470544,-0.2572797,-0.0050083,0.1745806,-0.3490034,-0.0186006,0.1485174,-0.2454352,-0.0067708,0.1225802,-0.1933753,-0.0008258,0.0865930,-0.2692820,-0.0187311,0.1146711,-0.3492410,-0.0556471,0.0962673,-0.2209646,-0.0548602,0.0799665,-0.1832986,-0.0417838,0.0275246,-0.2673767,-0.0375214,0.0502045,-0.3368136,-0.0773585,0.0434725,-0.2100022,-0.0729633,0.0305814,-0.1689991,-0.0572046,-0.0328525,-0.2587693,-0.0587394,-0.0058899,-0.3099673,-0.0777995,-0.0041233,-0.2173140,-0.0724913,-0.0154418,-0.1818381,-0.0617153
1,0.0000000,0.0000000,0.0000000,0.0908265,-0.0257836,-0.0197039,0.1635488,-0.1427949,-0.0370571,0.1951342,-0.2497368,-0.0600258,0.2203988,-0.3337136,-0.0816521,0.1386060,-0.2382834,-0.0071162,0.1663497,-0.3204758,-0.0265125,0.1368035,-0.2270966,-0.0267080,0.1136952,-0.1538849,-0.0288327,0.0848039,-0.2522377,-0.0235817,0.1112525,-0.3252386,-0.0695022,0.0872720,-0.2085551,-0.0888276,0.0695588,-0.1273242,-0.0916221,0.0260074,-0.2527688,-0.0427336,0.0547468,-0.3112772,-0.0854893,0.0405719,-0.1889626,-0.0940013,0.0273396,-0.1100485,-0.0905558,-0.0355476,-0.2432233,-0.0645323,-0.0018772,-0.2851417,-0.0877239,-0.0015808,-0.1957570,-0.0893927,-0.0085645,-0.1366345,-0.0861074
1,0.0000000,0.0000000,0.0000000,0.0902628,-0.0278848,-0.0210970,0.1597756,-0.1475180,-0.0382974,0.1890169,-0.2558852,-0.0608449,0.2178265,-0.3369965,-0.0820417,0.1357995,-0.2416687,-0.0080683,0.1620734,-0.3232264,-0.0270924,0.1337675,-0.2307255,-0.0267445,0.1116679,-0.1557925,-0.0284494,0.0816106,-0.2551341,-0.0238593,0.1075490,-0.3290621,-0.0690271,0.0857981,-0.2139173,-0.0879898,0.0694975,-0.1310209,-0.0907320,0.0234253,-0.2547696,-0.0425615,0.0513726,-0.3132527,-0.0851147,0.0393905,-0.1919715,-0.0937376,0.0278213,-0.1118372,-0.0903834,-0.0367869,-0.2435876,-0.0640646,-0.0050430,-0.2866440,-0.0878832,-0.0034713,-0.1985011,-0.0899177,-0.0091261,-0.1386798,-0.0867269
